customer_id,company_name,region,subscription_tier,signup_date,is_active,monthly_revenue
CUST-02651,Brown-Ross,India,Growth,2024-07-21,True,499
CUST-02652,Fox PLC,India,Starter,2025-04-17,True,99
CUST-02653,Stevens-Johnston,India,Growth,2025-11-09,False,499
CUST-02654,"Davis, Lucas and Ellison",US,Starter,2024-11-16,True,99
CUST-02655,Graves-Dawson,SEA,Growth,2025-03-10,True,499
CUST-02656,Myers-Colon,US,Growth,2025-11-22,True,499
CUST-02657,Perry and Sons,US,Growth,2025-03-19,True,499
CUST-02658,"Quinn, Ellis and Bartlett",India,Starter,2024-08-11,False,99
CUST-02659,Hale Inc,US,Enterprise,2025-04-04,True,2499
CUST-02660,Hale-Williams,SEA,Growth,2024-08-30,False,499
CUST-02661,Hill Ltd,US,Growth,2025-07-03,True,499
CUST-02662,"Carter, Hendricks and Wolfe",India,Starter,2026-03-07,True,99
CUST-02663,"Barrera, Kerr and Jenkins",US,Growth,2026-02-05,True,499
CUST-02664,"Martinez, Wood and Campos",US,Starter,2025-09-23,True,99
CUST-02665,"Miranda, Nguyen and Hayes",India,Growth,2026-05-02,True,499
CUST-02666,Clark-Williams,India,Starter,2026-01-31,False,99
CUST-02667,Jones Ltd,US,Growth,2025-06-05,True,499
CUST-02668,"Brady, James and Reese",US,Growth,2025-12-15,True,499
CUST-02669,Sanders Inc,India,Starter,2025-04-02,True,99
CUST-02670,Wilson-Stark,US,Starter,2024-08-21,True,99
CUST-02671,Santiago-Marshall,India,Enterprise,2026-04-27,True,2499
CUST-02672,Jones-Kelley,US,Starter,2025-09-21,False,99
CUST-02673,Reeves Group,India,Growth,2024-11-26,True,499
CUST-02674,Ruiz LLC,US,Starter,2025-06-27,False,99
CUST-02675,Jackson Inc,India,Starter,2026-05-06,True,99
CUST-02676,"Garcia, Phillips and Nichols",India,Starter,2025-08-02,True,99
CUST-02677,Jackson-Powers,India,Growth,2025-01-04,True,499
CUST-02678,Byrd and Sons,India,Starter,2025-09-23,True,99
CUST-02679,Howard-Robinson,SEA,Enterprise,2025-03-10,True,2499
CUST-02680,Stafford PLC,India,Growth,2024-12-10,True,499
CUST-02681,Ramos Inc,US,Starter,2024-08-14,True,99
CUST-02682,"Cain, Davidson and Moran",India,Growth,2026-04-03,True,499
CUST-02683,Myers LLC,India,Starter,2024-11-05,True,99
CUST-02684,Williams-Smith,India,Growth,2025-06-11,True,499
CUST-02685,Wang-Mcfarland,India,Starter,2026-03-09,True,99
CUST-02686,Kerr-Gonzalez,India,Starter,2024-11-24,False,99
CUST-02687,Fisher Inc,SEA,Growth,2025-01-17,True,499
CUST-02688,Hoover-Frazier,SEA,Enterprise,2026-02-08,True,2499
CUST-02689,Walker Inc,SEA,Starter,2026-04-29,True,99
CUST-02690,"Jackson, Jackson and Perry",SEA,Growth,2025-01-05,True,499
CUST-02691,Ochoa LLC,SEA,Starter,2026-03-12,True,99
CUST-02692,"Sims, Weber and Villa",India,Growth,2026-04-29,True,499
CUST-02693,Mcmillan-Martinez,SEA,Growth,2025-03-10,True,499
CUST-02694,Rodriguez LLC,US,Starter,2025-08-09,True,99
CUST-02695,Smith Ltd,SEA,Starter,2025-11-08,True,99
CUST-02696,Smith-Lewis,US,Starter,2024-07-09,True,99
CUST-02697,Jones LLC,India,Starter,2025-11-25,True,99
CUST-02698,"Hanson, Williams and Mcclure",US,Starter,2024-08-14,True,99
CUST-02699,Turner-George,US,Growth,2025-10-21,True,499
CUST-02700,Marquez PLC,SEA,Enterprise,2025-07-11,True,2499
CUST-02701,King Inc,US,Starter,2025-05-18,True,99
CUST-02702,"Nguyen, Mccoy and Price",India,Growth,2025-12-10,True,499
CUST-02703,"Anderson, Thompson and Gill",India,Growth,2024-10-25,True,499
CUST-02704,"Stewart, York and Olson",US,Enterprise,2024-09-18,True,2499
CUST-02705,Smith-Barr,US,Growth,2024-11-24,True,499
CUST-02706,Reyes-Davidson,India,Growth,2026-06-22,True,499
CUST-02707,Gordon Ltd,India,Starter,2025-01-18,True,99
CUST-02708,Hall PLC,India,Starter,2025-05-13,True,99
CUST-02709,Parker Ltd,India,Starter,2026-02-06,True,99
CUST-02710,Todd-Harvey,US,Starter,2024-09-01,True,99
CUST-02711,Taylor Group,SEA,Starter,2025-04-28,False,99
CUST-02712,Harris-Bennett,India,Growth,2025-01-25,True,499
CUST-02713,"Johnson, Mclean and George",India,Starter,2025-12-06,True,99
CUST-02714,Stevenson-Murphy,India,Growth,2025-04-12,True,499
CUST-02715,Stewart-Buchanan,India,Starter,2024-08-22,True,99
CUST-02716,Meyer Group,US,Enterprise,2025-02-27,True,2499
CUST-02717,"Hess, Christensen and Perez",US,Enterprise,2024-10-17,True,2499
CUST-02718,"Rivera, Allen and Ryan",US,Starter,2026-06-22,True,99
CUST-02719,"Mcneil, Solis and Horton",India,Starter,2025-12-19,True,99
CUST-02720,Franklin Group,US,Growth,2026-03-10,False,499
CUST-02721,"Morris, Ramos and Smith",US,Starter,2026-06-05,False,99
CUST-02722,Jones-Lee,US,Starter,2025-05-25,True,99
CUST-02723,"Braun, Mays and Martinez",SEA,Starter,2026-02-12,True,99
CUST-02724,Watkins and Sons,India,Enterprise,2025-03-11,True,2499
CUST-02725,Romero Group,India,Enterprise,2025-01-02,True,2499
CUST-02726,"Mcdonald, Martin and Gonzalez",India,Growth,2024-10-19,True,499
CUST-02727,Thompson-Wright,India,Growth,2026-03-17,True,499
CUST-02728,Ray-Faulkner,India,Enterprise,2024-10-11,True,2499
CUST-02729,Nelson Group,SEA,Enterprise,2024-10-01,False,2499
CUST-02730,Tapia LLC,US,Enterprise,2026-04-12,True,2499
CUST-02731,Gray-Ruiz,SEA,Starter,2025-11-30,True,99
CUST-02732,Wagner-Moss,India,Starter,2026-02-28,True,99
CUST-02733,Weiss Group,US,Growth,2025-01-13,True,499
CUST-02734,Gill Group,US,Growth,2026-05-26,True,499
CUST-02735,Blake LLC,US,Starter,2026-05-07,True,99
CUST-02736,"Medina, Tran and Thompson",US,Starter,2026-02-15,False,99
CUST-02737,Ford-Chavez,SEA,Enterprise,2025-06-08,True,2499
CUST-02738,Hart-Castillo,US,Enterprise,2024-07-24,True,2499
CUST-02739,Taylor-Harrison,India,Starter,2026-01-20,True,99
CUST-02740,Hendricks Inc,India,Enterprise,2025-12-01,True,2499
CUST-02741,Hensley Ltd,India,Growth,2025-07-25,True,499
CUST-02742,"Brooks, Sullivan and Perry",India,Growth,2024-09-05,True,499
CUST-02743,Waller-Brooks,India,Starter,2024-06-25,True,99
CUST-02744,Parker-Archer,US,Starter,2024-09-15,True,99
CUST-02745,Ortiz Inc,US,Starter,2025-01-19,True,99
CUST-02746,Cruz PLC,SEA,Starter,2025-08-08,True,99
CUST-02747,Lee Group,India,Growth,2025-12-12,False,499
CUST-02748,Wise-Walton,US,Starter,2024-09-15,True,99
CUST-02749,Hicks-Burns,US,Enterprise,2024-11-01,True,2499
CUST-02750,"Richardson, Brown and Cruz",India,Starter,2025-09-19,True,99
CUST-02751,Fitzgerald-Allen,US,Starter,2026-01-04,True,99
CUST-02752,Dorsey LLC,India,Growth,2025-06-02,True,499
CUST-02753,"Mann, Johnson and Wade",India,Growth,2024-08-19,True,499
CUST-02754,Green Group,US,Starter,2025-10-15,True,99
CUST-02755,"Hernandez, Wright and Lane",India,Growth,2025-08-31,True,499
CUST-02756,"Skinner, Smith and Wise",SEA,Growth,2025-08-13,True,499
CUST-02757,"Dawson, Cruz and Mccarthy",US,Growth,2025-01-21,True,499
CUST-02758,Stone and Sons,US,Growth,2024-07-27,True,499
CUST-02759,Martin-Simmons,India,Starter,2026-02-15,True,99
CUST-02760,"Turner, Ponce and Barrett",India,Growth,2026-04-07,True,499
CUST-02761,Willis-Gross,India,Enterprise,2025-08-29,True,2499
CUST-02762,"Booth, Rodriguez and Armstrong",US,Starter,2025-10-03,False,99
CUST-02763,Olsen-Adams,SEA,Starter,2026-05-08,False,99
CUST-02764,Conrad Group,India,Enterprise,2025-11-17,True,2499
CUST-02765,"Parker, Benitez and Velasquez",US,Starter,2025-01-05,True,99
CUST-02766,Davis Ltd,SEA,Starter,2025-01-01,True,99
CUST-02767,Warren-Pena,India,Enterprise,2025-06-06,True,2499
CUST-02768,"Jordan, Thompson and Lopez",SEA,Starter,2026-02-10,True,99
CUST-02769,Gonzalez and Sons,US,Starter,2026-02-28,True,99
CUST-02770,"Fry, Hayes and Olsen",India,Enterprise,2025-02-13,True,2499
CUST-02771,Harris Ltd,India,Enterprise,2025-08-28,True,2499
CUST-02772,Lamb and Sons,US,Starter,2025-11-23,False,99
CUST-02773,Bird-Savage,SEA,Growth,2026-02-07,True,499
CUST-02774,Sims-Weber,SEA,Growth,2026-06-06,True,499
CUST-02775,"Martin, Carter and Gray",SEA,Growth,2026-04-26,True,499
CUST-02776,Brown-Johnson,India,Starter,2025-11-09,True,99
CUST-02777,Woods Ltd,India,Starter,2026-01-09,False,99
CUST-02778,Smith LLC,SEA,Starter,2026-03-21,True,99
CUST-02779,Ortega Inc,India,Enterprise,2026-01-14,True,2499
CUST-02780,Clark Inc,India,Enterprise,2026-05-09,True,2499
CUST-02781,Morrison-Hatfield,US,Enterprise,2024-09-24,True,2499
CUST-02782,Frederick-Kennedy,US,Enterprise,2026-03-14,True,2499
CUST-02783,Munoz-Rogers,US,Growth,2024-10-07,True,499
CUST-02784,"Wu, Key and Montoya",US,Starter,2026-05-19,True,99
CUST-02785,Ortega-Gray,India,Growth,2025-05-02,True,499
CUST-02786,Hester LLC,US,Growth,2025-07-29,True,499
CUST-02787,Smith Ltd,India,Growth,2024-09-17,True,499
CUST-02788,Hardy-Barron,US,Starter,2025-07-07,True,99
CUST-02789,Johnson Inc,US,Enterprise,2026-01-30,True,2499
CUST-02790,"Ramirez, Lyons and Briggs",US,Starter,2026-06-13,True,99
CUST-02791,Hayes-Parks,US,Starter,2025-10-04,True,99
CUST-02792,Robertson-Keller,SEA,Growth,2025-01-03,True,499
CUST-02793,Andersen LLC,India,Growth,2024-06-30,True,499
CUST-02794,Schultz Inc,SEA,Starter,2026-01-10,True,99
CUST-02795,"Nguyen, Wallace and Lawson",SEA,Growth,2024-07-05,True,499
CUST-02796,Stevenson-Bauer,India,Starter,2025-08-02,True,99
CUST-02797,Patterson-Huynh,US,Starter,2026-04-16,True,99
CUST-02798,Hatfield-Vincent,US,Starter,2024-07-08,False,99
CUST-02799,Navarro LLC,India,Growth,2025-03-02,True,499
CUST-02800,"Lee, Thomas and Meyer",US,Enterprise,2025-07-29,True,2499
CUST-02801,"Glover, Moran and Johnson",US,Growth,2025-08-18,True,499
CUST-02802,Robles-Turner,US,Enterprise,2026-03-12,False,2499
CUST-02803,"Davies, Archer and Owens",US,Starter,2025-09-27,True,99
CUST-02804,Friedman-Olson,SEA,Starter,2025-10-09,False,99
CUST-02805,"Allen, Lewis and Mullins",US,Growth,2026-05-02,False,499
CUST-02806,"Graves, Garcia and Holder",US,Starter,2024-07-03,True,99
CUST-02807,Martin LLC,India,Growth,2025-03-07,True,499
CUST-02808,Miranda-Robinson,SEA,Growth,2026-04-17,True,499
CUST-02809,Wade-Lynn,US,Enterprise,2025-11-14,True,2499
CUST-02810,"Martinez, Taylor and Nichols",India,Starter,2026-05-31,True,99
CUST-02811,"Vasquez, Pope and Cook",US,Starter,2025-07-23,True,99
CUST-02812,Huynh PLC,US,Growth,2024-07-26,True,499
CUST-02813,Schneider Group,India,Starter,2025-08-22,True,99
CUST-02814,"Paul, Hardy and Valdez",SEA,Growth,2024-09-25,True,499
CUST-02815,"Burch, Kim and Hall",US,Starter,2025-01-17,True,99
CUST-02816,Wilson-Miller,SEA,Starter,2024-07-06,True,99
CUST-02817,Peterson PLC,India,Starter,2024-11-20,True,99
CUST-02818,Garner Inc,India,Starter,2024-12-09,True,99
CUST-02819,"Richardson, Castaneda and Finley",India,Growth,2025-01-29,True,499
CUST-02820,"Mclaughlin, Collins and Lawrence",US,Starter,2025-12-29,True,99
CUST-02821,Boone Group,India,Starter,2026-04-06,True,99
CUST-02822,Wise-Salinas,US,Starter,2024-07-13,False,99
CUST-02823,Meyer PLC,India,Starter,2025-03-15,True,99
CUST-02824,"Walker, Foster and Medina",India,Starter,2024-07-19,True,99
CUST-02825,Stewart-Cabrera,US,Starter,2025-08-27,True,99
CUST-02826,Hood-Porter,US,Growth,2026-04-06,True,499
CUST-02827,Hernandez-Campbell,India,Growth,2026-01-20,True,499
CUST-02828,"Ortega, Solis and Warner",SEA,Growth,2024-09-19,False,499
CUST-02829,"Flores, Shaw and Barker",India,Growth,2025-12-15,True,499
CUST-02830,Shea-Mccarthy,SEA,Starter,2026-01-05,False,99
CUST-02831,Welch-Lewis,US,Growth,2026-05-18,False,499
CUST-02832,Padilla-Bennett,India,Growth,2024-07-31,True,499
CUST-02833,Hernandez-Moran,India,Starter,2025-03-14,True,99
CUST-02834,"Michael, Walker and Fitzgerald",India,Growth,2025-04-12,True,499
CUST-02835,Gates Ltd,US,Starter,2025-12-27,True,99
CUST-02836,Evans-Briggs,US,Starter,2024-12-12,True,99
CUST-02837,Ritter PLC,India,Growth,2025-03-16,True,499
CUST-02838,Rogers-Gregory,US,Starter,2025-11-04,True,99
CUST-02839,Todd-Myers,India,Starter,2025-07-31,True,99
CUST-02840,"Acosta, Campbell and Leblanc",India,Starter,2026-01-04,True,99
CUST-02841,"Chase, Long and Anderson",US,Starter,2026-03-25,True,99
CUST-02842,"Glenn, Brown and Michael",US,Starter,2025-11-16,False,99
CUST-02843,Ellis-Martin,US,Growth,2025-05-25,True,499
CUST-02844,Ramos Group,SEA,Growth,2026-03-15,True,499
CUST-02845,Merritt-Clark,India,Growth,2026-03-08,True,499
CUST-02846,"Gonzalez, Curtis and Cox",US,Starter,2025-09-26,True,99
CUST-02847,"Garcia, Floyd and Garrison",India,Enterprise,2025-09-25,False,2499
CUST-02848,Clements-Simmons,SEA,Growth,2024-07-23,True,499
CUST-02849,Howe Inc,India,Starter,2025-10-30,True,99
CUST-02850,Mccann-White,US,Growth,2024-11-14,True,499
CUST-02851,Wilson PLC,India,Growth,2024-09-14,True,499
CUST-02852,"Morgan, Hamilton and Hernandez",India,Growth,2026-02-18,True,499
CUST-02853,"Powell, Johnson and Allen",US,Starter,2024-12-24,True,99
CUST-02854,Turner-Carlson,India,Starter,2024-08-16,True,99
CUST-02855,Delgado Group,SEA,Enterprise,2024-09-07,True,2499
CUST-02856,"Esparza, Lambert and Davis",India,Growth,2025-05-09,True,499
CUST-02857,Hancock-Santos,India,Growth,2025-12-20,True,499
CUST-02858,Chen-Wallace,India,Growth,2025-05-12,True,499
CUST-02859,Wilson Inc,India,Growth,2025-09-08,True,499
CUST-02860,Burns Ltd,US,Starter,2025-02-14,True,99
CUST-02861,"Walker, Matthews and Archer",India,Growth,2025-05-14,True,499
CUST-02862,Hill-Mcgee,US,Starter,2024-07-11,True,99
CUST-02863,"White, Washington and Newman",SEA,Growth,2026-05-16,True,499
CUST-02864,Evans-Martinez,SEA,Growth,2024-10-08,True,499
CUST-02865,Brown-Stout,SEA,Starter,2025-10-31,True,99
CUST-02866,"Lopez, Hess and Smith",SEA,Growth,2024-08-21,True,499
CUST-02867,"Roth, Logan and Moreno",US,Starter,2024-10-26,True,99
CUST-02868,Stone PLC,India,Starter,2026-06-02,True,99
CUST-02869,"Reeves, Tyler and Martinez",India,Starter,2026-05-08,True,99
CUST-02870,Sheppard Inc,US,Starter,2025-02-04,True,99
CUST-02871,Atkins Ltd,US,Starter,2026-05-28,True,99
CUST-02872,Smith Group,US,Starter,2025-05-24,True,99
CUST-02873,Martinez-Anderson,SEA,Growth,2025-06-06,True,499
CUST-02874,Delgado Inc,US,Growth,2026-03-30,True,499
CUST-02875,"Scott, Mullins and Miller",SEA,Growth,2025-05-17,True,499
CUST-02876,Hunter LLC,SEA,Starter,2026-02-16,True,99
CUST-02877,"Jackson, Rowland and Barrett",India,Enterprise,2025-01-10,True,2499
CUST-02878,Turner PLC,SEA,Growth,2024-10-13,True,499
CUST-02879,Hopkins-Wallace,India,Starter,2025-07-21,True,99
CUST-02880,"Henry, Edwards and Bartlett",India,Growth,2024-09-21,True,499
CUST-02881,Obrien-Dixon,US,Starter,2024-10-17,True,99
CUST-02882,"Garcia, Weiss and Young",India,Growth,2025-12-24,True,499
CUST-02883,Thomas and Sons,India,Starter,2025-12-08,True,99
CUST-02884,Guzman and Sons,India,Starter,2026-01-07,True,99
CUST-02885,"Howard, Anderson and Dean",US,Enterprise,2026-01-09,True,2499
CUST-02886,Pierce LLC,SEA,Starter,2025-03-20,True,99
CUST-02887,Santos-Martin,SEA,Starter,2025-09-06,True,99
CUST-02888,Miller-King,US,Enterprise,2025-08-04,True,2499
CUST-02889,Bentley-Thomas,US,Enterprise,2026-04-26,True,2499
CUST-02890,Jones Ltd,India,Growth,2024-11-18,True,499
CUST-02891,Cowan-Terry,US,Starter,2025-04-28,False,99
CUST-02892,Klein PLC,US,Starter,2026-02-17,True,99
CUST-02893,"Holland, Dixon and Martin",US,Growth,2024-10-25,True,499
CUST-02894,Stewart Group,India,Starter,2024-08-03,True,99
CUST-02895,Johnson-Munoz,US,Starter,2025-06-13,True,99
CUST-02896,Nelson PLC,SEA,Growth,2026-03-21,True,499
CUST-02897,Sutton Group,India,Starter,2026-03-14,True,99
CUST-02898,Murphy Inc,SEA,Starter,2025-01-17,True,99
CUST-02899,Blankenship-Strickland,India,Starter,2025-10-20,True,99
CUST-02900,Melton and Sons,India,Starter,2025-07-24,True,99
CUST-02901,Smith-Bennett,US,Starter,2026-03-25,True,99
CUST-02902,Gray Inc,India,Starter,2025-09-01,True,99
CUST-02903,Thompson Ltd,SEA,Starter,2026-02-22,True,99
CUST-02904,Chapman-Roman,SEA,Growth,2026-04-06,True,499
CUST-02905,Rice Ltd,India,Growth,2025-01-14,True,499
CUST-02906,"Grimes, Arnold and Lawson",US,Starter,2025-09-21,True,99
CUST-02907,Jackson Group,India,Growth,2026-05-25,True,499
CUST-02908,Reed Ltd,India,Starter,2025-12-12,False,99
CUST-02909,"Faulkner, Schmidt and Wheeler",India,Starter,2026-01-07,False,99
CUST-02910,Woods-Anderson,India,Starter,2025-02-28,True,99
CUST-02911,Parks Ltd,India,Growth,2025-10-02,False,499
CUST-02912,Sandoval and Sons,US,Growth,2024-08-21,True,499
CUST-02913,Bradley-Adams,US,Growth,2026-04-13,True,499
CUST-02914,"Fowler, Wood and Waters",India,Starter,2024-11-04,True,99
CUST-02915,"Franklin, Mann and White",US,Starter,2025-04-21,True,99
CUST-02916,Lindsey-Shaw,US,Growth,2024-06-27,True,499
CUST-02917,Cisneros-Meyer,US,Starter,2026-04-24,True,99
CUST-02918,"Keith, Cervantes and Torres",SEA,Growth,2025-09-16,True,499
CUST-02919,Meza Group,India,Growth,2024-10-17,True,499
CUST-02920,Bruce-Walters,India,Growth,2024-06-24,True,499
CUST-02921,Blair Inc,US,Enterprise,2024-12-31,True,2499
CUST-02922,Johnston Inc,US,Enterprise,2024-12-15,True,2499
CUST-02923,"Mitchell, Noble and Stokes",India,Growth,2024-08-24,True,499
CUST-02924,Hayden Group,India,Growth,2026-01-07,True,499
CUST-02925,"Romero, Cross and Castillo",US,Starter,2026-04-10,True,99
CUST-02926,"Jennings, Rhodes and Patel",US,Enterprise,2025-01-11,True,2499
CUST-02927,Sullivan PLC,US,Starter,2026-01-23,True,99
CUST-02928,Bartlett Ltd,US,Starter,2025-05-26,True,99
CUST-02929,Klein Ltd,India,Starter,2025-04-06,True,99
CUST-02930,"Brady, Sanchez and Stevenson",SEA,Starter,2025-05-14,False,99
CUST-02931,"Sutton, Williams and West",US,Growth,2025-12-09,True,499
CUST-02932,Craig PLC,India,Growth,2025-03-25,True,499
CUST-02933,Thompson LLC,SEA,Starter,2025-07-13,True,99
CUST-02934,Palmer Inc,US,Starter,2025-12-31,True,99
CUST-02935,Simpson-Jackson,India,Enterprise,2026-05-25,True,2499
CUST-02936,Morgan Ltd,US,Growth,2026-05-02,True,499
CUST-02937,Decker Inc,SEA,Growth,2024-09-25,True,499
CUST-02938,Evans-Carter,US,Starter,2026-02-03,True,99
CUST-02939,Smith Ltd,India,Growth,2025-05-15,False,499
CUST-02940,"Long, Leblanc and Hickman",India,Starter,2025-04-23,True,99
CUST-02941,"Robertson, Barry and Walls",US,Starter,2025-03-26,True,99
CUST-02942,"Charles, Brown and Smith",India,Starter,2025-07-10,True,99
CUST-02943,Murphy-Gomez,US,Starter,2026-04-15,True,99
CUST-02944,Bailey Ltd,US,Starter,2026-04-23,True,99
CUST-02945,Morales Inc,India,Enterprise,2026-06-07,True,2499
CUST-02946,Jordan and Sons,SEA,Starter,2025-07-26,True,99
CUST-02947,Rice and Sons,SEA,Starter,2025-10-27,True,99
CUST-02948,Martinez-Freeman,India,Starter,2024-09-06,True,99
CUST-02949,Hammond LLC,US,Starter,2024-12-04,True,99
CUST-02950,Ruiz LLC,US,Growth,2024-07-11,True,499
CUST-02951,Diaz-Mcclain,US,Starter,2025-01-31,True,99
CUST-02952,"Cain, Rodriguez and Gonzales",US,Growth,2025-09-13,True,499
CUST-02953,Martin-Gomez,SEA,Starter,2025-10-21,True,99
CUST-02954,Smith-Stephenson,US,Growth,2025-03-19,True,499
CUST-02955,"Gonzalez, Lopez and Williams",US,Growth,2026-04-14,True,499
CUST-02956,Fisher-Rivera,US,Enterprise,2024-08-07,True,2499
CUST-02957,Martin and Sons,US,Growth,2025-02-14,True,499
CUST-02958,Moyer-Bird,India,Growth,2024-12-23,True,499
CUST-02959,Fisher PLC,US,Starter,2026-06-14,True,99
CUST-02960,Marsh-Klein,India,Growth,2025-07-18,False,499
CUST-02961,Potter-Deleon,India,Growth,2025-09-09,True,499
CUST-02962,Shaw-Mclean,India,Enterprise,2025-11-30,True,2499
CUST-02963,Anderson-Rosario,US,Starter,2026-01-30,True,99
CUST-02964,Martinez LLC,US,Starter,2025-04-27,True,99
CUST-02965,"Smith, Cohen and Williams",US,Growth,2025-02-04,True,499
CUST-02966,Jordan-Harper,US,Starter,2025-11-10,False,99
CUST-02967,Hamilton LLC,SEA,Starter,2024-09-10,False,99
CUST-02968,Tucker-Hodges,US,Starter,2025-04-29,True,99
CUST-02969,Williamson Ltd,SEA,Growth,2025-01-20,True,499
CUST-02970,"Lopez, Campbell and Wilson",India,Enterprise,2025-03-24,True,2499
CUST-02971,Gamble-Wright,India,Starter,2024-07-24,True,99
CUST-02972,Gonzalez-Mccarthy,US,Starter,2025-08-08,True,99
CUST-02973,Haynes PLC,US,Starter,2025-04-19,True,99
CUST-02974,"White, Riddle and Garza",India,Starter,2024-10-13,True,99
CUST-02975,"Hernandez, Martinez and Morales",India,Growth,2026-05-05,True,499
CUST-02976,Mooney-Hickman,US,Growth,2026-01-07,True,499
CUST-02977,Smith-Gonzalez,India,Starter,2025-12-24,False,99
CUST-02978,James PLC,US,Growth,2026-06-17,True,499
CUST-02979,Graves-Baird,US,Growth,2025-09-04,False,499
CUST-02980,Rogers Group,SEA,Starter,2026-05-06,True,99
CUST-02981,Hicks Ltd,India,Starter,2025-03-01,True,99
CUST-02982,Torres LLC,US,Enterprise,2024-11-18,True,2499
CUST-02983,Ramirez-Bell,US,Starter,2026-03-02,True,99
CUST-02984,Wright-Jacobson,SEA,Growth,2026-05-14,True,499
CUST-02985,Williams Inc,US,Starter,2024-10-03,True,99
CUST-02986,"Garner, Lewis and Kennedy",India,Growth,2026-02-11,True,499
CUST-02987,"Garcia, Lopez and Vaughan",SEA,Growth,2024-09-30,True,499
CUST-02988,Cook-Rodriguez,US,Growth,2026-04-12,True,499
CUST-02989,"Smith, Arnold and Atkins",US,Enterprise,2024-12-16,False,2499
CUST-02990,Ward-Patrick,India,Enterprise,2024-07-11,True,2499
CUST-02991,"Maxwell, Rice and Watson",US,Growth,2025-06-25,True,499
CUST-02992,"Hill, Silva and Miller",SEA,Starter,2024-10-16,False,99
CUST-02993,Anderson Ltd,India,Starter,2025-01-20,True,99
CUST-02994,"Martinez, Willis and Barr",India,Growth,2026-05-18,True,499
CUST-02995,"Roth, Lee and Griffin",US,Growth,2026-01-10,True,499
CUST-02996,Jones PLC,India,Starter,2025-08-27,True,99
CUST-02997,"Cooper, Swanson and Mayo",India,Starter,2026-06-06,False,99
CUST-02998,Ferguson and Sons,India,Growth,2025-07-08,True,499
CUST-02999,Anderson Group,US,Starter,2025-04-19,True,99
CUST-03000,"Dawson, Snow and Malone",US,Starter,2025-01-07,False,99
CUST-03001,"Hester, Jacobson and West",US,Growth,2024-09-05,True,499
CUST-03002,"Wilson, Graham and Webb",India,Growth,2026-06-06,False,499
CUST-03003,"Velazquez, Gordon and Johnson",US,Starter,2024-11-15,True,99
CUST-03004,"Hill, Ponce and Roberts",SEA,Starter,2025-05-10,True,99
CUST-03005,"Brown, Compton and Lee",US,Starter,2024-09-08,True,99
CUST-03006,Simpson-Patel,US,Starter,2026-05-18,False,99
CUST-03007,"Mata, Martin and Christensen",India,Growth,2024-12-09,True,499
CUST-03008,Hart-Myers,US,Growth,2025-11-26,False,499
CUST-03009,"Nelson, White and Moore",India,Starter,2026-04-27,True,99
CUST-03010,Vargas Inc,SEA,Starter,2025-09-08,True,99
CUST-03011,"Gibson, Zimmerman and Warren",India,Starter,2025-04-02,True,99
CUST-03012,Phelps-Phillips,India,Enterprise,2026-03-18,True,2499
CUST-03013,Arnold-Jackson,India,Starter,2026-04-07,True,99
CUST-03014,Ferguson LLC,US,Enterprise,2026-06-18,False,2499
CUST-03015,Bowman LLC,India,Growth,2026-02-19,True,499
CUST-03016,Nelson Inc,US,Growth,2025-04-01,True,499
CUST-03017,"Whitney, Mayo and Clark",SEA,Growth,2025-07-09,False,499
CUST-03018,Smith LLC,India,Starter,2025-01-05,True,99
CUST-03019,"Jacobs, Wood and Miller",US,Growth,2025-02-28,False,499
CUST-03020,"Henson, Baker and Anderson",India,Starter,2025-08-20,True,99
CUST-03021,"Phillips, Galloway and Garrett",SEA,Growth,2025-04-28,True,499
CUST-03022,Holloway and Sons,US,Starter,2024-09-24,True,99
CUST-03023,"Sanford, Thompson and Bonilla",India,Growth,2025-07-20,True,499
CUST-03024,"Sandoval, Parrish and Crosby",India,Starter,2026-01-24,True,99
CUST-03025,"Rodriguez, Reese and Reyes",India,Enterprise,2024-07-04,False,2499
CUST-03026,"Scott, Sims and Munoz",US,Starter,2025-12-10,True,99
CUST-03027,Montoya and Sons,US,Growth,2025-03-01,True,499
CUST-03028,Adams-Perkins,US,Starter,2026-04-19,False,99
CUST-03029,Moore-Hall,US,Starter,2025-07-20,True,99
CUST-03030,"Hamilton, Hernandez and Mendoza",India,Growth,2024-11-26,False,499
CUST-03031,White-Lopez,SEA,Enterprise,2025-09-14,True,2499
CUST-03032,Lopez Group,US,Starter,2024-12-31,True,99
CUST-03033,"White, Campbell and Collins",India,Enterprise,2025-02-21,True,2499
CUST-03034,Roth Ltd,India,Growth,2026-05-12,True,499
CUST-03035,"Lopez, Thomas and Simmons",India,Growth,2024-07-22,True,499
CUST-03036,Stout-Waller,SEA,Starter,2025-07-31,True,99
CUST-03037,Ramsey and Sons,US,Starter,2024-12-11,True,99
CUST-03038,"Christensen, Smith and Garcia",India,Enterprise,2025-04-06,True,2499
CUST-03039,Smith-Serrano,SEA,Starter,2025-01-20,False,99
CUST-03040,"Michael, Anderson and Carrillo",India,Growth,2025-10-29,True,499
CUST-03041,Thomas-Burton,US,Starter,2026-03-19,True,99
CUST-03042,Sparks Inc,India,Starter,2026-06-12,True,99
CUST-03043,Daniels LLC,SEA,Growth,2025-01-26,True,499
CUST-03044,"Miller, Taylor and Malone",US,Growth,2026-04-07,True,499
CUST-03045,Ochoa-Parker,US,Growth,2024-10-11,True,499
