ticket_id,customer_id,created_date,category,priority,resolution_days
TKT-007449,CUST-11500,2025-08-16,Feature Request,Urgent,0
TKT-007450,CUST-06876,2026-03-14,Technical Bug,Low,0
TKT-007451,CUST-02546,2025-12-27,Onboarding,Medium,5
TKT-007452,CUST-11762,2025-10-15,Technical Bug,Low,6
TKT-007453,CUST-01762,2026-02-13,Feature Request,Low,0
TKT-007454,CUST-08056,2025-10-23,Billing,Low,0
TKT-007455,CUST-01247,2026-06-18,Billing,Low,13
TKT-007456,CUST-01109,2025-11-07,Feature Request,Medium,0
TKT-007457,CUST-03610,2025-10-08,Feature Request,Low,0
TKT-007458,CUST-08989,2026-05-20,Feature Request,High,1
TKT-007459,CUST-06169,2025-08-28,Technical Bug,Low,1
TKT-007460,CUST-08816,2026-03-17,Onboarding,Urgent,0
TKT-007461,CUST-07222,2026-06-20,Feature Request,Low,0
TKT-007462,CUST-05457,2025-11-21,Onboarding,Low,0
TKT-007463,CUST-07193,2026-06-13,Feature Request,High,4
TKT-007464,CUST-01997,2025-10-16,Feature Request,Medium,1
TKT-007465,CUST-04982,2026-01-08,Technical Bug,Medium,1
TKT-007466,CUST-05692,2026-01-18,Onboarding,Low,1
TKT-007467,CUST-07076,2026-01-23,Technical Bug,Low,0
TKT-007468,CUST-03836,2026-02-22,Billing,Medium,0
TKT-007469,CUST-01189,2026-01-13,Technical Bug,Medium,4
TKT-007470,CUST-03527,2026-03-23,Feature Request,Medium,4
TKT-007471,CUST-01909,2026-05-11,Technical Bug,Medium,2
TKT-007472,CUST-04321,2025-12-13,Feature Request,Medium,1
TKT-007473,CUST-01450,2025-08-28,Onboarding,Low,0
TKT-007474,CUST-07699,2025-08-12,Technical Bug,High,0
TKT-007475,CUST-05752,2025-12-21,Billing,Medium,0
TKT-007476,CUST-01515,2025-12-15,Technical Bug,High,1
TKT-007477,CUST-08241,2025-07-23,Billing,Medium,0
TKT-007478,CUST-06586,2025-12-06,Billing,Low,2
TKT-007479,CUST-03804,2026-01-28,Onboarding,High,0
TKT-007480,CUST-06496,2025-10-05,Onboarding,Medium,0
TKT-007481,CUST-00433,2026-04-26,Billing,Low,3
TKT-007482,CUST-03325,2025-08-18,Billing,Medium,3
TKT-007483,CUST-09639,2025-10-08,Onboarding,Medium,2
TKT-007484,CUST-06793,2025-07-04,Technical Bug,Low,6
TKT-007485,CUST-08172,2025-10-27,Billing,Medium,3
TKT-007486,CUST-07586,2026-02-13,Technical Bug,High,3
TKT-007487,CUST-00537,2025-12-02,Billing,Medium,5
TKT-007488,CUST-09631,2026-05-27,Feature Request,Urgent,1
TKT-007489,CUST-03306,2025-09-13,Technical Bug,Medium,4
TKT-007490,CUST-10587,2026-05-01,Technical Bug,High,3
TKT-007491,CUST-01583,2026-05-05,Feature Request,Low,0
TKT-007492,CUST-01799,2026-06-02,Technical Bug,High,0
TKT-007493,CUST-07850,2026-03-25,Feature Request,Low,5
TKT-007494,CUST-10137,2026-02-03,Billing,Urgent,1
TKT-007495,CUST-00013,2025-09-03,Onboarding,Low,0
TKT-007496,CUST-11637,2025-07-18,Technical Bug,Low,6
TKT-007497,CUST-06414,2026-02-15,Onboarding,Medium,0
TKT-007498,CUST-03932,2026-01-30,Onboarding,Low,1
TKT-007499,CUST-03677,2026-02-28,Onboarding,Low,1
TKT-007500,CUST-04194,2025-07-07,Billing,Medium,0
TKT-007501,CUST-07297,2026-01-20,Onboarding,High,1
TKT-007502,CUST-05133,2025-10-21,Feature Request,Medium,1
TKT-007503,CUST-11365,2026-01-23,Onboarding,Medium,0
TKT-007504,CUST-04508,2025-08-27,Onboarding,Medium,0
TKT-007505,CUST-01865,2025-09-07,Onboarding,Low,0
TKT-007506,CUST-06007,2025-08-20,Technical Bug,High,3
TKT-007507,CUST-00474,2025-09-09,Billing,Medium,0
TKT-007508,CUST-03945,2026-06-18,Technical Bug,Low,7
TKT-007509,CUST-00060,2025-07-21,Billing,Low,3
TKT-007510,CUST-02073,2026-04-22,Feature Request,Medium,3
TKT-007511,CUST-02620,2026-02-17,Onboarding,Medium,0
TKT-007512,CUST-01210,2026-01-13,Technical Bug,Low,0
TKT-007513,CUST-11378,2025-09-14,Billing,Medium,1
TKT-007514,CUST-04046,2025-07-31,Feature Request,Medium,1
TKT-007515,CUST-02212,2025-10-03,Technical Bug,High,0
TKT-007516,CUST-10810,2026-01-13,Billing,Low,0
TKT-007517,CUST-06279,2026-01-17,Billing,High,2
TKT-007518,CUST-11185,2026-02-22,Technical Bug,High,0
TKT-007519,CUST-08021,2025-11-15,Billing,High,3
TKT-007520,CUST-09515,2025-07-22,Billing,Low,2
TKT-007521,CUST-08858,2025-08-25,Feature Request,High,1
TKT-007522,CUST-11901,2026-05-29,Billing,Low,1
TKT-007523,CUST-00825,2025-09-07,Onboarding,Urgent,7
TKT-007524,CUST-04751,2025-07-11,Feature Request,Low,0
TKT-007525,CUST-08408,2025-07-01,Onboarding,High,0
TKT-007526,CUST-06468,2025-12-08,Billing,Low,0
TKT-007527,CUST-06883,2026-06-24,Onboarding,Low,2
TKT-007528,CUST-00769,2025-09-06,Technical Bug,High,1
TKT-007529,CUST-10131,2026-04-20,Onboarding,Medium,2
TKT-007530,CUST-02467,2026-05-13,Feature Request,Medium,0
TKT-007531,CUST-00206,2025-12-09,Technical Bug,Medium,0
TKT-007532,CUST-11881,2026-02-16,Technical Bug,High,0
TKT-007533,CUST-01569,2026-02-10,Feature Request,Medium,2
TKT-007534,CUST-04330,2026-05-21,Technical Bug,High,0
TKT-007535,CUST-07459,2026-04-28,Feature Request,Low,1
TKT-007536,CUST-11599,2026-01-20,Onboarding,High,1
TKT-007537,CUST-08404,2026-02-25,Technical Bug,Medium,3
TKT-007538,CUST-01120,2026-03-31,Technical Bug,Low,2
TKT-007539,CUST-02636,2026-05-10,Technical Bug,Low,1
TKT-007540,CUST-05130,2026-05-16,Technical Bug,Low,2
TKT-007541,CUST-10407,2025-09-07,Technical Bug,Low,0
TKT-007542,CUST-10993,2026-04-13,Billing,Low,0
TKT-007543,CUST-10273,2026-05-05,Feature Request,High,0
TKT-007544,CUST-01092,2026-04-12,Billing,High,2
TKT-007545,CUST-00662,2025-08-08,Onboarding,Medium,3
TKT-007546,CUST-03141,2025-12-23,Billing,Medium,3
TKT-007547,CUST-05626,2026-04-16,Technical Bug,Medium,5
TKT-007548,CUST-02487,2025-08-25,Feature Request,Low,0
TKT-007549,CUST-07688,2026-01-03,Feature Request,Medium,1
TKT-007550,CUST-06694,2025-10-28,Technical Bug,Low,0
TKT-007551,CUST-00328,2025-09-15,Feature Request,Low,2
TKT-007552,CUST-07815,2025-12-15,Onboarding,Low,5
TKT-007553,CUST-11934,2026-02-14,Technical Bug,Medium,2
TKT-007554,CUST-06255,2025-12-18,Technical Bug,Medium,0
TKT-007555,CUST-05672,2025-10-14,Feature Request,Medium,0
TKT-007556,CUST-09716,2026-03-03,Technical Bug,Low,1
TKT-007557,CUST-05168,2026-03-17,Technical Bug,Medium,1
TKT-007558,CUST-06930,2025-08-14,Technical Bug,Low,3
TKT-007559,CUST-03520,2025-12-30,Technical Bug,Medium,0
TKT-007560,CUST-02808,2025-10-15,Billing,Medium,0
TKT-007561,CUST-07181,2026-01-17,Feature Request,Low,0
TKT-007562,CUST-09788,2025-11-27,Feature Request,High,5
TKT-007563,CUST-09412,2025-12-06,Feature Request,Medium,1
TKT-007564,CUST-10313,2026-02-08,Onboarding,Medium,2
TKT-007565,CUST-06279,2026-04-30,Feature Request,Low,1
TKT-007566,CUST-10475,2026-05-25,Onboarding,High,0
TKT-007567,CUST-08431,2025-09-06,Technical Bug,High,5
TKT-007568,CUST-05011,2025-08-24,Technical Bug,Low,0
TKT-007569,CUST-05862,2026-01-28,Onboarding,Low,5
TKT-007570,CUST-05645,2026-05-29,Technical Bug,Medium,0
TKT-007571,CUST-07016,2025-07-27,Feature Request,Medium,4
TKT-007572,CUST-07189,2026-02-19,Onboarding,Medium,0
TKT-007573,CUST-11970,2026-05-25,Technical Bug,Urgent,0
TKT-007574,CUST-11362,2026-02-17,Feature Request,Medium,2
TKT-007575,CUST-01374,2026-05-03,Billing,Low,0
TKT-007576,CUST-01134,2025-10-25,Feature Request,Low,0
TKT-007577,CUST-05050,2025-09-30,Technical Bug,Medium,1
TKT-007578,CUST-06793,2025-09-04,Feature Request,Medium,5
TKT-007579,CUST-01368,2026-01-09,Onboarding,High,0
TKT-007580,CUST-02998,2026-03-18,Technical Bug,Low,1
TKT-007581,CUST-05202,2026-05-11,Technical Bug,Medium,1
TKT-007582,CUST-10183,2025-11-18,Feature Request,Medium,0
TKT-007583,CUST-09914,2025-08-27,Onboarding,High,0
TKT-007584,CUST-05653,2025-10-30,Feature Request,Medium,0
TKT-007585,CUST-09634,2026-02-05,Technical Bug,High,1
TKT-007586,CUST-01324,2025-12-22,Billing,Medium,2
TKT-007587,CUST-10236,2026-03-09,Technical Bug,Low,7
TKT-007588,CUST-03590,2025-07-10,Technical Bug,High,0
TKT-007589,CUST-07260,2025-08-27,Onboarding,Medium,2
TKT-007590,CUST-01002,2025-10-23,Billing,Medium,0
TKT-007591,CUST-02111,2026-04-08,Billing,Low,0
TKT-007592,CUST-04942,2026-06-23,Feature Request,Urgent,1
TKT-007593,CUST-08141,2026-04-27,Onboarding,Medium,0
TKT-007594,CUST-11735,2025-10-13,Feature Request,Medium,0
TKT-007595,CUST-07281,2026-02-20,Technical Bug,Medium,0
TKT-007596,CUST-02495,2025-09-23,Billing,Medium,8
TKT-007597,CUST-05283,2025-08-26,Billing,Low,2
TKT-007598,CUST-05531,2026-03-24,Feature Request,Medium,2
TKT-007599,CUST-07410,2026-02-13,Feature Request,Medium,2
TKT-007600,CUST-04781,2025-08-09,Onboarding,Medium,2
TKT-007601,CUST-06574,2025-11-24,Technical Bug,Low,4
TKT-007602,CUST-06091,2025-07-19,Billing,Low,0
TKT-007603,CUST-00481,2025-07-28,Technical Bug,High,0
TKT-007604,CUST-10894,2026-05-14,Feature Request,Low,0
TKT-007605,CUST-03048,2026-02-27,Feature Request,Low,0
TKT-007606,CUST-06351,2026-04-12,Onboarding,Low,2
TKT-007607,CUST-04626,2025-08-15,Feature Request,Medium,1
TKT-007608,CUST-04396,2026-04-12,Onboarding,Low,0
TKT-007609,CUST-08986,2025-06-28,Feature Request,Low,0
TKT-007610,CUST-07361,2025-09-13,Feature Request,Low,7
TKT-007611,CUST-07787,2025-12-22,Feature Request,Medium,5
TKT-007612,CUST-07763,2025-08-02,Feature Request,Low,0
TKT-007613,CUST-04943,2026-01-11,Onboarding,Low,3
TKT-007614,CUST-09592,2026-03-14,Feature Request,High,8
TKT-007615,CUST-11871,2025-06-29,Feature Request,Medium,0
TKT-007616,CUST-11124,2025-11-03,Technical Bug,Medium,1
TKT-007617,CUST-10097,2026-01-21,Billing,Low,2
TKT-007618,CUST-02602,2025-11-29,Onboarding,Medium,2
TKT-007619,CUST-06001,2026-04-17,Feature Request,Low,0
TKT-007620,CUST-07978,2026-05-27,Onboarding,Low,3
TKT-007621,CUST-00380,2025-12-27,Feature Request,Medium,2
TKT-007622,CUST-00585,2026-03-10,Technical Bug,Medium,1
TKT-007623,CUST-09339,2025-10-15,Billing,Medium,2
TKT-007624,CUST-07786,2026-03-10,Technical Bug,Medium,1
TKT-007625,CUST-09916,2025-08-08,Billing,High,1
TKT-007626,CUST-00164,2025-12-06,Feature Request,Medium,4
TKT-007627,CUST-06904,2025-11-22,Billing,Medium,0
TKT-007628,CUST-04868,2025-07-16,Billing,Low,0
TKT-007629,CUST-02001,2026-06-01,Feature Request,High,1
TKT-007630,CUST-07593,2026-06-05,Technical Bug,Low,3
TKT-007631,CUST-10072,2025-06-27,Onboarding,High,0
TKT-007632,CUST-06435,2025-08-19,Billing,Medium,2
TKT-007633,CUST-00663,2025-10-03,Feature Request,Low,0
TKT-007634,CUST-10947,2025-09-11,Technical Bug,High,0
TKT-007635,CUST-00409,2025-10-13,Billing,High,1
TKT-007636,CUST-00766,2026-04-30,Billing,Low,0
TKT-007637,CUST-02551,2025-07-08,Onboarding,Low,0
TKT-007638,CUST-00363,2025-12-20,Technical Bug,Medium,6
TKT-007639,CUST-06087,2025-10-23,Feature Request,Low,2
TKT-007640,CUST-05448,2025-12-30,Onboarding,Medium,2
TKT-007641,CUST-10419,2025-08-02,Feature Request,High,2
TKT-007642,CUST-10287,2026-03-09,Feature Request,Low,1
TKT-007643,CUST-01713,2026-03-10,Feature Request,Medium,0
TKT-007644,CUST-09164,2025-10-26,Technical Bug,Medium,2
TKT-007645,CUST-06647,2025-09-04,Feature Request,Medium,4
TKT-007646,CUST-04059,2026-05-17,Onboarding,Low,0
TKT-007647,CUST-07029,2025-07-16,Feature Request,Medium,0
TKT-007648,CUST-02130,2025-12-22,Feature Request,Medium,0
TKT-007649,CUST-07692,2026-05-17,Technical Bug,Medium,1
TKT-007650,CUST-01237,2025-09-16,Feature Request,Low,1
TKT-007651,CUST-02972,2025-07-09,Feature Request,Medium,1
TKT-007652,CUST-10495,2025-11-19,Feature Request,Low,3
TKT-007653,CUST-02525,2025-07-13,Billing,Low,0
TKT-007654,CUST-09883,2026-01-27,Billing,Low,5
TKT-007655,CUST-10618,2026-06-22,Feature Request,Medium,10
TKT-007656,CUST-05767,2026-01-18,Onboarding,High,2
TKT-007657,CUST-05206,2026-02-24,Billing,Medium,1
TKT-007658,CUST-00633,2026-03-03,Billing,High,3
TKT-007659,CUST-00785,2026-04-27,Onboarding,Low,4
TKT-007660,CUST-11874,2025-10-12,Feature Request,Medium,2
TKT-007661,CUST-08694,2025-12-19,Feature Request,Low,2
TKT-007662,CUST-03021,2025-08-01,Onboarding,Medium,0
TKT-007663,CUST-06154,2026-03-05,Onboarding,Low,1
TKT-007664,CUST-02095,2026-04-18,Onboarding,Medium,1
TKT-007665,CUST-01928,2025-07-24,Feature Request,Low,2
TKT-007666,CUST-08215,2026-03-12,Billing,Low,2
TKT-007667,CUST-05309,2026-06-24,Billing,Medium,1
TKT-007668,CUST-01475,2025-08-27,Onboarding,High,1
TKT-007669,CUST-01649,2026-06-01,Technical Bug,Low,3
TKT-007670,CUST-05910,2025-11-15,Technical Bug,High,3
TKT-007671,CUST-07792,2026-01-31,Technical Bug,Medium,3
TKT-007672,CUST-04715,2026-01-19,Onboarding,High,5
TKT-007673,CUST-10997,2025-10-24,Feature Request,Medium,0
TKT-007674,CUST-11846,2025-08-25,Technical Bug,Low,0
TKT-007675,CUST-03948,2026-05-07,Billing,Low,2
TKT-007676,CUST-11492,2026-06-24,Onboarding,Medium,2
TKT-007677,CUST-03740,2025-10-23,Feature Request,Medium,7
TKT-007678,CUST-11078,2026-04-08,Billing,Urgent,2
TKT-007679,CUST-09977,2026-04-05,Billing,Medium,1
TKT-007680,CUST-04079,2026-02-04,Onboarding,Low,1
TKT-007681,CUST-06533,2025-09-23,Billing,Low,1
TKT-007682,CUST-00742,2025-09-14,Onboarding,Medium,2
TKT-007683,CUST-11816,2025-07-01,Onboarding,Medium,1
TKT-007684,CUST-00113,2026-05-08,Technical Bug,Medium,3
TKT-007685,CUST-09546,2025-10-23,Feature Request,Low,1
TKT-007686,CUST-04977,2025-08-04,Technical Bug,Low,2
TKT-007687,CUST-06591,2025-09-03,Feature Request,Medium,1
TKT-007688,CUST-00497,2025-11-01,Feature Request,Low,1
TKT-007689,CUST-00927,2025-11-19,Feature Request,Low,0
TKT-007690,CUST-06501,2025-12-24,Onboarding,Low,0
TKT-007691,CUST-02827,2026-03-28,Technical Bug,Medium,1
TKT-007692,CUST-05715,2026-01-02,Onboarding,Medium,1
TKT-007693,CUST-08064,2025-08-22,Technical Bug,Medium,2
TKT-007694,CUST-07077,2025-11-02,Onboarding,Medium,3
TKT-007695,CUST-07464,2025-10-06,Feature Request,Medium,2
TKT-007696,CUST-05169,2025-08-26,Billing,Low,3
TKT-007697,CUST-10497,2026-03-28,Onboarding,Medium,0
TKT-007698,CUST-03789,2026-03-10,Onboarding,Low,0
TKT-007699,CUST-02984,2025-12-30,Technical Bug,High,0
TKT-007700,CUST-02215,2026-06-10,Feature Request,Low,0
TKT-007701,CUST-07086,2026-06-16,Billing,High,0
TKT-007702,CUST-09482,2026-04-02,Billing,Medium,1
TKT-007703,CUST-08800,2026-06-09,Technical Bug,Low,0
TKT-007704,CUST-07008,2025-07-25,Feature Request,Low,6
TKT-007705,CUST-04166,2025-09-17,Feature Request,High,2
TKT-007706,CUST-04860,2025-06-26,Feature Request,Medium,0
TKT-007707,CUST-00765,2026-03-02,Technical Bug,Urgent,3
TKT-007708,CUST-03038,2025-07-05,Technical Bug,Medium,3
TKT-007709,CUST-10688,2025-08-03,Billing,Medium,0
TKT-007710,CUST-08119,2025-12-09,Onboarding,Low,0
TKT-007711,CUST-10666,2025-09-30,Feature Request,Low,4
TKT-007712,CUST-09278,2026-03-14,Billing,Medium,1
TKT-007713,CUST-10577,2025-12-10,Billing,Medium,3
TKT-007714,CUST-03542,2025-09-24,Billing,Medium,1
TKT-007715,CUST-00547,2026-04-19,Onboarding,Low,0
TKT-007716,CUST-06889,2026-06-21,Billing,Low,2
TKT-007717,CUST-11260,2025-11-08,Billing,Medium,1
TKT-007718,CUST-10142,2026-03-20,Technical Bug,Low,2
TKT-007719,CUST-11021,2026-04-23,Billing,Low,1
TKT-007720,CUST-11440,2026-02-01,Feature Request,Low,0
TKT-007721,CUST-03835,2025-09-18,Technical Bug,Low,2
TKT-007722,CUST-11950,2025-10-08,Technical Bug,High,0
TKT-007723,CUST-11660,2026-03-27,Technical Bug,Low,0
TKT-007724,CUST-07980,2025-07-23,Technical Bug,Medium,1
TKT-007725,CUST-03423,2025-10-12,Onboarding,High,0
TKT-007726,CUST-05989,2026-06-20,Feature Request,Medium,2
TKT-007727,CUST-09594,2025-12-10,Technical Bug,Medium,1
TKT-007728,CUST-02646,2026-02-05,Billing,Medium,2
TKT-007729,CUST-10632,2026-06-10,Feature Request,Medium,5
TKT-007730,CUST-00738,2026-05-19,Technical Bug,Medium,1
TKT-007731,CUST-03698,2025-11-10,Onboarding,Low,1
TKT-007732,CUST-05497,2026-06-01,Billing,Medium,0
TKT-007733,CUST-00776,2026-03-19,Feature Request,Medium,1
TKT-007734,CUST-04978,2025-08-14,Technical Bug,Medium,11
TKT-007735,CUST-00932,2025-08-23,Billing,Medium,0
TKT-007736,CUST-07962,2025-12-02,Technical Bug,Low,0
TKT-007737,CUST-01318,2026-02-09,Feature Request,Low,2
TKT-007738,CUST-10938,2025-08-12,Onboarding,Low,1
TKT-007739,CUST-03438,2026-06-19,Feature Request,High,2
TKT-007740,CUST-08926,2026-04-11,Technical Bug,Low,0
TKT-007741,CUST-09249,2026-05-10,Onboarding,Medium,3
TKT-007742,CUST-05870,2025-07-11,Onboarding,Medium,4
TKT-007743,CUST-07130,2025-11-23,Billing,Medium,0
TKT-007744,CUST-04108,2026-03-08,Billing,Low,0
TKT-007745,CUST-08709,2025-12-20,Technical Bug,Low,1
TKT-007746,CUST-08131,2025-10-21,Technical Bug,High,0
TKT-007747,CUST-09547,2026-04-20,Technical Bug,Medium,2
TKT-007748,CUST-11259,2026-02-27,Onboarding,Low,6
TKT-007749,CUST-08881,2026-03-21,Technical Bug,Medium,0
TKT-007750,CUST-09598,2025-07-14,Billing,Medium,0
TKT-007751,CUST-05046,2025-10-29,Feature Request,High,2
TKT-007752,CUST-02409,2025-10-29,Billing,High,7
TKT-007753,CUST-05061,2025-12-05,Onboarding,Low,2
TKT-007754,CUST-05968,2025-08-05,Onboarding,Medium,0
TKT-007755,CUST-00097,2026-03-08,Technical Bug,Medium,0
TKT-007756,CUST-11102,2026-04-04,Technical Bug,Medium,0
TKT-007757,CUST-08414,2026-03-19,Feature Request,Low,1
TKT-007758,CUST-05250,2026-04-06,Billing,Low,1
TKT-007759,CUST-08174,2025-11-19,Onboarding,Urgent,2
TKT-007760,CUST-09081,2025-08-31,Onboarding,Low,3
TKT-007761,CUST-00086,2025-10-17,Billing,Low,0
TKT-007762,CUST-01261,2026-04-20,Billing,Medium,5
TKT-007763,CUST-01724,2026-04-28,Feature Request,Medium,4
TKT-007764,CUST-09258,2026-02-25,Technical Bug,High,0
TKT-007765,CUST-03366,2026-04-12,Onboarding,High,0
TKT-007766,CUST-10039,2026-02-25,Feature Request,Low,1
TKT-007767,CUST-10179,2025-11-17,Technical Bug,Medium,0
TKT-007768,CUST-00699,2026-06-05,Feature Request,Medium,0
TKT-007769,CUST-05950,2025-10-28,Feature Request,Medium,0
TKT-007770,CUST-09759,2025-09-23,Feature Request,High,2
TKT-007771,CUST-04929,2025-08-23,Technical Bug,Medium,0
TKT-007772,CUST-10181,2026-04-09,Technical Bug,High,0
TKT-007773,CUST-10346,2026-01-01,Billing,Medium,0
TKT-007774,CUST-11271,2026-01-09,Billing,Medium,0
TKT-007775,CUST-11446,2026-06-15,Billing,Low,3
TKT-007776,CUST-02506,2025-09-20,Technical Bug,Low,2
TKT-007777,CUST-09259,2026-01-22,Billing,Low,0
TKT-007778,CUST-08673,2026-06-21,Onboarding,Urgent,0
TKT-007779,CUST-05871,2026-02-19,Feature Request,Medium,0
TKT-007780,CUST-02721,2025-12-27,Onboarding,Medium,0
TKT-007781,CUST-05759,2026-06-19,Onboarding,Low,1
TKT-007782,CUST-09688,2026-05-09,Onboarding,Urgent,5
TKT-007783,CUST-10821,2025-10-07,Technical Bug,Low,4
TKT-007784,CUST-08532,2026-02-09,Billing,Low,0
TKT-007785,CUST-11369,2025-07-17,Feature Request,High,0
TKT-007786,CUST-07009,2025-11-19,Billing,Medium,0
TKT-007787,CUST-06503,2025-08-22,Feature Request,Low,0
TKT-007788,CUST-01179,2025-12-03,Technical Bug,Low,0
TKT-007789,CUST-05607,2025-11-24,Feature Request,Medium,1
TKT-007790,CUST-10530,2026-03-27,Billing,Low,2
TKT-007791,CUST-10954,2026-04-28,Onboarding,Medium,1
TKT-007792,CUST-07297,2025-10-12,Feature Request,Low,1
TKT-007793,CUST-04824,2026-01-30,Feature Request,High,1
TKT-007794,CUST-08199,2025-07-24,Technical Bug,Low,0
TKT-007795,CUST-00156,2026-01-13,Onboarding,High,0
TKT-007796,CUST-03959,2026-05-04,Onboarding,High,3
TKT-007797,CUST-09411,2026-05-29,Billing,Low,0
TKT-007798,CUST-11175,2025-12-04,Onboarding,Low,4
TKT-007799,CUST-09921,2025-09-20,Billing,Low,0
TKT-007800,CUST-06432,2026-04-21,Onboarding,Low,0
TKT-007801,CUST-05456,2025-08-22,Billing,Medium,5
TKT-007802,CUST-10170,2025-12-20,Technical Bug,Medium,2
TKT-007803,CUST-00760,2025-11-06,Billing,Medium,0
TKT-007804,CUST-04688,2025-09-04,Feature Request,Low,5
TKT-007805,CUST-00137,2025-07-20,Onboarding,Medium,1
TKT-007806,CUST-08557,2026-06-01,Billing,Medium,6
TKT-007807,CUST-01463,2026-03-17,Billing,Low,2
TKT-007808,CUST-10855,2026-04-08,Billing,Medium,3
TKT-007809,CUST-11577,2025-12-07,Billing,Medium,0
TKT-007810,CUST-08894,2026-06-17,Feature Request,Low,2
TKT-007811,CUST-09607,2025-12-24,Billing,High,0
TKT-007812,CUST-09668,2026-05-22,Technical Bug,High,3
TKT-007813,CUST-08982,2026-05-06,Feature Request,Medium,0
TKT-007814,CUST-09215,2025-12-08,Technical Bug,Low,1
TKT-007815,CUST-04118,2026-01-05,Technical Bug,High,3
TKT-007816,CUST-05530,2025-11-11,Billing,High,0
TKT-007817,CUST-05941,2026-04-28,Billing,High,1
TKT-007818,CUST-06716,2026-04-10,Technical Bug,Medium,2
TKT-007819,CUST-07599,2025-07-24,Billing,Low,0
TKT-007820,CUST-11184,2026-04-09,Technical Bug,Low,1
TKT-007821,CUST-09162,2026-03-06,Onboarding,Medium,2
TKT-007822,CUST-07628,2025-10-22,Billing,Medium,1
TKT-007823,CUST-06500,2025-11-02,Feature Request,Medium,0
TKT-007824,CUST-11661,2025-07-01,Onboarding,High,4
TKT-007825,CUST-09824,2025-11-23,Onboarding,Medium,1
TKT-007826,CUST-02571,2026-06-24,Billing,High,5
TKT-007827,CUST-05188,2025-08-25,Feature Request,Low,1
TKT-007828,CUST-03565,2025-09-18,Billing,Low,0
TKT-007829,CUST-06726,2026-01-17,Technical Bug,Medium,0
TKT-007830,CUST-02154,2025-12-28,Onboarding,Low,0
TKT-007831,CUST-00185,2026-05-20,Onboarding,Medium,1
TKT-007832,CUST-04340,2025-11-29,Feature Request,Low,0
TKT-007833,CUST-09584,2025-07-08,Feature Request,Low,0
TKT-007834,CUST-04755,2026-01-20,Technical Bug,Low,0
TKT-007835,CUST-02119,2025-09-12,Feature Request,Medium,1
TKT-007836,CUST-07879,2025-11-08,Technical Bug,Medium,1
TKT-007837,CUST-00868,2025-09-28,Onboarding,Medium,0
TKT-007838,CUST-05965,2026-04-03,Technical Bug,Low,0
TKT-007839,CUST-10463,2026-02-27,Technical Bug,Medium,0
TKT-007840,CUST-00417,2025-12-14,Technical Bug,Medium,0
TKT-007841,CUST-03449,2025-07-24,Onboarding,Low,1
TKT-007842,CUST-06783,2026-04-16,Technical Bug,High,3
TKT-007843,CUST-05119,2026-01-29,Technical Bug,Medium,4
TKT-007844,CUST-06696,2026-05-02,Feature Request,Low,1
TKT-007845,CUST-09711,2025-09-01,Billing,Medium,5
TKT-007846,CUST-06877,2026-06-06,Onboarding,Low,6
TKT-007847,CUST-04584,2025-07-26,Billing,Medium,1
TKT-007848,CUST-10611,2026-01-23,Feature Request,Low,1
TKT-007849,CUST-10011,2025-10-11,Feature Request,Medium,1
TKT-007850,CUST-10997,2026-06-11,Feature Request,Low,0
TKT-007851,CUST-11491,2026-05-28,Billing,Medium,0
TKT-007852,CUST-06399,2025-07-29,Feature Request,Medium,1
TKT-007853,CUST-03266,2025-12-28,Feature Request,Low,3
TKT-007854,CUST-00342,2025-07-12,Billing,Medium,0
TKT-007855,CUST-06864,2026-01-20,Onboarding,Low,1
TKT-007856,CUST-09193,2026-04-12,Feature Request,Medium,0
TKT-007857,CUST-08807,2026-04-22,Technical Bug,Low,4
TKT-007858,CUST-08423,2026-04-28,Feature Request,High,4
TKT-007859,CUST-09844,2025-11-04,Technical Bug,High,0
TKT-007860,CUST-05836,2026-02-05,Feature Request,Medium,0
TKT-007861,CUST-02375,2026-01-26,Onboarding,Medium,1
TKT-007862,CUST-01980,2025-08-27,Feature Request,Low,1
TKT-007863,CUST-11849,2025-07-26,Feature Request,Medium,0
TKT-007864,CUST-08736,2026-04-10,Billing,Medium,5
TKT-007865,CUST-00384,2025-08-29,Billing,Low,2
TKT-007866,CUST-10385,2025-12-06,Billing,Low,0
TKT-007867,CUST-05224,2026-05-18,Technical Bug,Medium,3
TKT-007868,CUST-10594,2026-03-02,Billing,Urgent,5
TKT-007869,CUST-09359,2025-08-29,Billing,Medium,3
TKT-007870,CUST-06541,2025-12-01,Billing,High,0
TKT-007871,CUST-01698,2026-05-23,Billing,Medium,0
TKT-007872,CUST-00846,2025-11-20,Billing,Low,0
TKT-007873,CUST-08115,2026-05-07,Onboarding,Low,2
TKT-007874,CUST-02312,2025-10-16,Technical Bug,High,4
TKT-007875,CUST-07959,2026-03-17,Technical Bug,Urgent,0
TKT-007876,CUST-05791,2026-05-20,Feature Request,Low,2
TKT-007877,CUST-01455,2025-12-30,Billing,Medium,4
TKT-007878,CUST-02637,2025-10-13,Technical Bug,Low,2
TKT-007879,CUST-07638,2026-06-13,Billing,Medium,0
TKT-007880,CUST-07305,2025-08-06,Onboarding,Low,2
TKT-007881,CUST-01185,2025-06-24,Billing,Low,1
TKT-007882,CUST-01242,2026-01-07,Technical Bug,High,0
TKT-007883,CUST-00855,2025-11-27,Billing,Low,2
